policy_id,policy_label,steering_mode,target_id,target_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,clip_score,dinov2_score,incumbent_novelty,carried_forward,image_path
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_4f9cd0df2cc9,4,cand_5e339ccf1f9e,0,incumbent,0.827124,0.364707,0.0,True,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_414a54b05265.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_4f9cd0df2cc9,4,cand_c4c9b8948cce,1,shell_probe,0.823488,0.572556,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_c4c9b8948cce.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_4f9cd0df2cc9,4,cand_99082732d6e5,2,shell_counterprobe,0.814713,0.317833,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_99082732d6e5.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_4f9cd0df2cc9,4,cand_8fd8cee8fae1,3,shell_probe,0.794152,0.406813,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_8fd8cee8fae1.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_4f9cd0df2cc9,4,cand_2e639ca994ed,4,shell_counterprobe,0.801979,0.279565,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_2e639ca994ed.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_c0f7c9eba55b,5,cand_5cf2b6b6ee24,0,incumbent,0.823488,0.572556,0.0,True,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_c4c9b8948cce.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_c0f7c9eba55b,5,cand_2362ae7871cc,1,shell_probe,0.81314,0.28311,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_2362ae7871cc.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_c0f7c9eba55b,5,cand_b33a2ed80451,2,shell_counterprobe,0.833764,0.324612,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_b33a2ed80451.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_c0f7c9eba55b,5,cand_e73baa175769,3,shell_probe,0.844854,0.356449,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_e73baa175769.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_c0f7c9eba55b,5,cand_6fb0918c1fd3,4,shell_counterprobe,0.759826,0.278748,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_6fb0918c1fd3.png
