slice_id,policy_id,policy_label,oracle_policy,target_id,target_label,session_id,round_id,round_index,winner_candidate_id,best_clip,best_dinov2,baseline_clip,baseline_dinov2,sampler,updater,feedback_mode
sampler_slice,spherical_cover,Spherical cover,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_90253ad17531,rnd_4d8b70f26652,3,cand_856ecb1c259c,0.874711,0.614212,0.824693,0.38535,spherical_cover,softmax_preference,scalar_rating
sampler_slice,spherical_cover,Spherical cover,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_90253ad17531,rnd_aae754381135,4,cand_3b6c5742a0eb,0.874711,0.614212,0.824693,0.38535,spherical_cover,softmax_preference,scalar_rating
sampler_slice,spherical_cover,Spherical cover,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_90253ad17531,rnd_633714d33617,5,cand_d7380c5aa3a9,0.874711,0.614212,0.824693,0.38535,spherical_cover,softmax_preference,scalar_rating
preference_slice,softmax_scalar,Softmax preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_70887b3ef04c,rnd_f6f9c7e75023,1,cand_16a464e982ad,0.866152,0.41782,0.842731,0.430185,diversity_shell,softmax_preference,scalar_rating
preference_slice,softmax_scalar,Softmax preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_70887b3ef04c,rnd_479a24c03c8f,2,cand_367115ada5b1,0.866152,0.41782,0.842731,0.430185,diversity_shell,softmax_preference,scalar_rating
preference_slice,softmax_scalar,Softmax preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_70887b3ef04c,rnd_419d5cd7a1dc,3,cand_8a9e8a07166b,0.866152,0.41782,0.842731,0.430185,diversity_shell,softmax_preference,scalar_rating
preference_slice,softmax_scalar,Softmax preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_70887b3ef04c,rnd_bca659e6a303,4,cand_46aa2d201d45,0.866152,0.41782,0.842731,0.430185,diversity_shell,softmax_preference,scalar_rating
preference_slice,softmax_scalar,Softmax preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_70887b3ef04c,rnd_99aa75d8f128,5,cand_fda510fb516e,0.866152,0.41782,0.842731,0.430185,diversity_shell,softmax_preference,scalar_rating
preference_slice,score_weighted_scalar,Score-weighted preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f2a137981bbb,rnd_86669b698789,1,cand_2d1cca517da5,0.847233,0.560101,0.839232,0.417341,diversity_shell,score_weighted_preference,scalar_rating
preference_slice,score_weighted_scalar,Score-weighted preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f2a137981bbb,rnd_73910e0fb4e6,2,cand_1f855755e4dd,0.8672,0.560101,0.839232,0.417341,diversity_shell,score_weighted_preference,scalar_rating
preference_slice,score_weighted_scalar,Score-weighted preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f2a137981bbb,rnd_de5eff1aa869,3,cand_e87def27f534,0.8672,0.560101,0.839232,0.417341,diversity_shell,score_weighted_preference,scalar_rating
preference_slice,score_weighted_scalar,Score-weighted preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f2a137981bbb,rnd_4b0418b3babb,4,cand_a068fa1ed2bc,0.8672,0.560101,0.839232,0.417341,diversity_shell,score_weighted_preference,scalar_rating
preference_slice,score_weighted_scalar,Score-weighted preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f2a137981bbb,rnd_c8866a593e24,5,cand_6d1c2785e11e,0.8672,0.560101,0.839232,0.417341,diversity_shell,score_weighted_preference,scalar_rating
preference_slice,borda_topk,Borda preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f52a8a1f69bf,rnd_ec6542282990,1,cand_a27f00abcf66,0.86919,0.229965,0.822812,0.396668,diversity_shell,borda_preference,top_k
preference_slice,borda_topk,Borda preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f52a8a1f69bf,rnd_17b19444920f,2,cand_d04fd39e4173,0.86919,0.229965,0.822812,0.396668,diversity_shell,borda_preference,top_k
preference_slice,borda_topk,Borda preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f52a8a1f69bf,rnd_e6fea085eabd,3,cand_fb29cdd57aa4,0.86919,0.229965,0.822812,0.396668,diversity_shell,borda_preference,top_k
preference_slice,borda_topk,Borda preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f52a8a1f69bf,rnd_f94e4d38ba14,4,cand_8f6eb5108297,0.86919,0.229965,0.822812,0.396668,diversity_shell,borda_preference,top_k
preference_slice,borda_topk,Borda preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f52a8a1f69bf,rnd_f5f5408bdd94,5,cand_767c357f6f11,0.86919,0.229965,0.822812,0.396668,diversity_shell,borda_preference,top_k
preference_slice,bradley_terry_topk,Bradley-Terry preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_8157bffc189d,rnd_f6a9c3ddb9d4,1,cand_db72131c8065,0.878528,0.635493,0.825075,0.681297,diversity_shell,bradley_terry_preference,top_k
preference_slice,bradley_terry_topk,Bradley-Terry preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_8157bffc189d,rnd_a8658820793d,2,cand_5825bd482396,0.878528,0.635493,0.825075,0.681297,diversity_shell,bradley_terry_preference,top_k
preference_slice,bradley_terry_topk,Bradley-Terry preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_8157bffc189d,rnd_47bbb2f2a431,3,cand_4312d54e92a7,0.88632,0.635493,0.825075,0.681297,diversity_shell,bradley_terry_preference,top_k
preference_slice,bradley_terry_topk,Bradley-Terry preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_8157bffc189d,rnd_61970d2a7fb4,4,cand_889b00c65e62,0.88632,0.635493,0.825075,0.681297,diversity_shell,bradley_terry_preference,top_k
preference_slice,bradley_terry_topk,Bradley-Terry preference,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_8157bffc189d,rnd_dd995eb99137,5,cand_afc60354b4e5,0.88632,0.635493,0.825075,0.681297,diversity_shell,bradley_terry_preference,top_k
oracle_slice,clip_only,CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_121688695ab2,rnd_b246bace4c8e,1,cand_24932b5f6c51,0.847719,0.650157,0.828979,0.293711,annealed_shell,softmax_preference,scalar_rating
oracle_slice,clip_only,CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_121688695ab2,rnd_1e4b0884178e,2,cand_5fb66b014420,0.866518,0.650157,0.828979,0.293711,annealed_shell,softmax_preference,scalar_rating
oracle_slice,clip_only,CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_121688695ab2,rnd_18d1f6cf037a,3,cand_380bb6f198a4,0.866518,0.650157,0.828979,0.293711,annealed_shell,softmax_preference,scalar_rating
oracle_slice,clip_only,CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_121688695ab2,rnd_82410ca13a34,4,cand_684b97075430,0.880269,0.650157,0.828979,0.293711,annealed_shell,softmax_preference,scalar_rating
oracle_slice,clip_only,CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_121688695ab2,rnd_6fd35ba05f6a,5,cand_541f07c01c94,0.880269,0.650157,0.828979,0.293711,annealed_shell,softmax_preference,scalar_rating
oracle_slice,clip_dino_ensemble,CLIP + DINO ensemble,clip_dino_ensemble,cat_portrait_bw,Black-and-white cat portrait,ses_e856027502d1,rnd_67d32597c4ce,1,cand_1369b49ea867,0.855697,0.402112,0.840265,0.326469,annealed_shell,softmax_preference,scalar_rating
oracle_slice,clip_dino_ensemble,CLIP + DINO ensemble,clip_dino_ensemble,cat_portrait_bw,Black-and-white cat portrait,ses_e856027502d1,rnd_25fb6441cfe0,2,cand_a15eefedf19a,0.855697,0.666532,0.840265,0.326469,annealed_shell,softmax_preference,scalar_rating
