slice_id,policy_id,policy_label,target_id,target_label,session_id,round_id,round_index,winner_candidate_id,best_candidate_score,best_seen_score,baseline_score,feedback_mode,sampler,updater
sampler_slice,diversity_shell,Diversity shell,red_bicycle,Red bicycle street photo,ses_f5d7d0f06dbd,rnd_25458bb4165a,5,cand_c9e96244ab17,0.905322,0.905322,0.868219,winner_only,diversity_shell,linear_preference
sampler_slice,line_search,Line search,red_bicycle,Red bicycle street photo,ses_71c80ba146f7,rnd_f830a640b247,1,cand_98f532d498ae,0.893544,0.893544,0.853593,winner_only,line_search,linear_preference
sampler_slice,line_search,Line search,red_bicycle,Red bicycle street photo,ses_71c80ba146f7,rnd_e76c10522751,2,cand_d0039072571d,0.893544,0.893544,0.853593,winner_only,line_search,linear_preference
sampler_slice,line_search,Line search,red_bicycle,Red bicycle street photo,ses_71c80ba146f7,rnd_eb158537d845,3,cand_87dd099fa48c,0.893544,0.893544,0.853593,winner_only,line_search,linear_preference
sampler_slice,line_search,Line search,red_bicycle,Red bicycle street photo,ses_71c80ba146f7,rnd_a37d973f6305,4,cand_db5fc9b33239,0.91117,0.91117,0.853593,winner_only,line_search,linear_preference
sampler_slice,line_search,Line search,red_bicycle,Red bicycle street photo,ses_71c80ba146f7,rnd_242530c3f751,5,cand_b70c71d4ab77,0.91117,0.91117,0.853593,winner_only,line_search,linear_preference
feedback_slice,winner_average_winner_only,Winner average + winner only,red_bicycle,Red bicycle street photo,ses_ac64ef657163,rnd_3c5a94dc1467,1,cand_34f81a55a76c,0.926941,0.926941,0.882369,winner_only,exploit_orthogonal,winner_average
feedback_slice,winner_average_winner_only,Winner average + winner only,red_bicycle,Red bicycle street photo,ses_ac64ef657163,rnd_0b517f1babe6,2,cand_fdae529818b7,0.926941,0.926941,0.882369,winner_only,exploit_orthogonal,winner_average
feedback_slice,winner_average_winner_only,Winner average + winner only,red_bicycle,Red bicycle street photo,ses_ac64ef657163,rnd_96a6178fc80b,3,cand_546d8abc4891,0.926941,0.926941,0.882369,winner_only,exploit_orthogonal,winner_average
feedback_slice,winner_average_winner_only,Winner average + winner only,red_bicycle,Red bicycle street photo,ses_ac64ef657163,rnd_9831b1b89568,4,cand_1038e21a6290,0.926941,0.926941,0.882369,winner_only,exploit_orthogonal,winner_average
feedback_slice,winner_average_winner_only,Winner average + winner only,red_bicycle,Red bicycle street photo,ses_ac64ef657163,rnd_2b2a44f6159f,5,cand_4427f7473254,0.926941,0.926941,0.882369,winner_only,exploit_orthogonal,winner_average
feedback_slice,linear_winner_only,Linear preference + winner only,red_bicycle,Red bicycle street photo,ses_55a405b00493,rnd_49281c70d113,1,cand_d2e49d0e2bc9,0.925318,0.925318,0.865023,winner_only,exploit_orthogonal,linear_preference
feedback_slice,linear_winner_only,Linear preference + winner only,red_bicycle,Red bicycle street photo,ses_55a405b00493,rnd_83dace333915,2,cand_fc4ad0e7b21d,0.925318,0.925318,0.865023,winner_only,exploit_orthogonal,linear_preference
feedback_slice,linear_winner_only,Linear preference + winner only,red_bicycle,Red bicycle street photo,ses_55a405b00493,rnd_7b959468aa47,3,cand_21e16f91189b,0.925318,0.925318,0.865023,winner_only,exploit_orthogonal,linear_preference
feedback_slice,linear_winner_only,Linear preference + winner only,red_bicycle,Red bicycle street photo,ses_55a405b00493,rnd_c09b52ab0c30,4,cand_bbfda69815ed,0.925318,0.925318,0.865023,winner_only,exploit_orthogonal,linear_preference
feedback_slice,linear_winner_only,Linear preference + winner only,red_bicycle,Red bicycle street photo,ses_55a405b00493,rnd_3675487d1071,5,cand_72d9baa93f55,0.925318,0.925318,0.865023,winner_only,exploit_orthogonal,linear_preference
feedback_slice,score_weighted_scalar,Score-weighted + scalar ratings,red_bicycle,Red bicycle street photo,ses_568761030bb6,rnd_0287936889fe,1,cand_567cf67345b5,0.899958,0.899958,0.880803,scalar_rating,exploit_orthogonal,score_weighted_preference
feedback_slice,score_weighted_scalar,Score-weighted + scalar ratings,red_bicycle,Red bicycle street photo,ses_568761030bb6,rnd_2d148051face,2,cand_ae6e8612619e,0.899958,0.899958,0.880803,scalar_rating,exploit_orthogonal,score_weighted_preference
feedback_slice,score_weighted_scalar,Score-weighted + scalar ratings,red_bicycle,Red bicycle street photo,ses_568761030bb6,rnd_c27a56fb7c2f,3,cand_c8479647a957,0.899958,0.899958,0.880803,scalar_rating,exploit_orthogonal,score_weighted_preference
